,0
61,https://nyheder.tv2.dk/article.php/id-60325857%3Aflere-dopingmrker-e
62,https://livsstil.tv2.dk/2012-02-03-fortryder-vi-paa-doedslejet
63,https://nyheder.tv2.dk/2012-02-08-papirer-tager-tid-fra-patienter
64,https://nyheder.tv2.dk/2012-07-25-danmarks-nye-eksporteventyr-uddannelse
65,https://nyheder.tv2.dk/udland/2012-02-24-ti-mand-skal-mandsopdaekke-breivik
66,https://nyheder.tv2.dk/udland/2012-02-14-obama-og-xi-ser-hinanden-an
67,https://vejr.tv2.dk/2012-02-11-17deg-ny-iskold-morgen
68,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=2
69,https://vejr.tv2.dk/2012-02-11-17deg-ny-iskold-morgen
70,https://nyheder.tv2.dk/2012-02-28-selvmordstanker-blev-vendepunktet
71,https://nyheder.tv2.dk/2012-02-13-studerende-koeber-ekstra-undervisningstimer
72,https://nyheder.tv2.dk/krimi/2012-02-02-soen-skulle-hente-benzin-i-braendende-lade
73,https://nyheder.tv2.dk/krimi/2012-02-08-tre-draebt-af-skud-i-groenland
74,https://sport.tv2.dk/2012-02-14-chokeret-kj%C3%A6r-f%C3%B8ler-sig-snydt
75,https://sport.tv2.dk/2012-02-02-daniel-jensen-indskiftet-i-nedtur
76,https://nyheder.tv2.dk/krimi/2012-02-01-batteri-aarsag-til-livsfarlig-brand
77,https://nyheder.tv2.dk/krimi/2012-02-08-mystik-om-tredobbelt-drab-i-groenland
78,https://nyheder.tv2.dk/krimi/2012-02-09-11aarig-i-livsfare-efter-ulykke
79,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=1
80,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=3
81,https://nyheder.tv2.dk/business/2012-02-24-ryanair-paa-kant-med-fagforbund
82,https://nyheder.tv2.dk/business/2012-02-22-sydbank-taber-stort-paa-landbrug
83,https://nyheder.tv2.dk/2012-02-07-ny-fond-skal-stoette-sociale-virksomheder
84,https://nyheder.tv2.dk/business/2012-02-22-danmark-er-nordiske-mestre-i-skiskader
85,https://nyheder.tv2.dk/udland/2012-02-14-usa-moedes-med-nordkoreas-nye-regime
86,https://nyheder.tv2.dk/business/2012-02-10-arhus-festuge-skifter-til-carlsberg
87,https://nyheder.tv2.dk/2012-02-20-thorning-kraever-graeske-nedskaeringer
88,https://sport.tv2.dk/2012-02-22-verdensetter-tr%C3%A6kker-sig-i-dubai
89,https://nyheder.tv2.dk/business/2012-02-03-tdc-kom-solidt-igennem-2011
90,https://nyheder.tv2.dk/krimi/2012-02-15-folk-ser-forsvundet-mor-overalt
91,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=2
92,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=4
93,https://nyheder.tv2.dk/2012-02-25-indvandrere-har-de-mest-usikre-job
94,https://sport.tv2.dk/fodbold/2012-02-16-kollega-ikke-rigtigt-at-straffe
95,https://nyheder.tv2.dk/2022-04-06-han-moedte-hende-paa-kajen-om-natten-for-at-bede-om-fred-dagen-efter-blev-hun-fundet-doed
96,https://nyheder.tv2.dk/2012-02-16-arets-gang-efter-frost-kommer-pollen
97,https://nyheder.tv2.dk/2012-02-25-hver-anden-har-faaet-en-fyreseddel
98,https://nyheder.tv2.dk/2012-02-01-sigtet-chef-sendt-tilbage-til-afghanistan
99,https://nyheder.tv2.dk/business/2012-02-14-kapitalfonde-saelger-ud-af-tdcaktier
100,https://nyheder.tv2.dk/2012-02-29-naesehorn-indbragte-naesten-to-millioner
101,https://nyheder.tv2.dk/sundhed/2012-02-13-vitaminpiller-kan-forgifte-boern
102,https://nyheder.tv2.dk/2012-02-15-chefers-loenfest-skader-moralen
103,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=3
104,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=5
105,https://nyheder.tv2.dk/2012-02-09-unge-er-mere-blufaerdige-end-tidligere
106,https://nyheder.tv2.dk/krimi/2012-02-27-mogens-fangede-udspekulerede-tricktyve
107,https://nyheder.tv2.dk/2012-02-20-en-million-danskere-bor-alene
108,https://nyheder.tv2.dk/business/2012-02-16-ny-bestyrelsesformand-i-vestas
109,https://nyheder.tv2.dk/2012-02-14-loenfest-paa-de-danske-chefgange
110,https://sport.tv2.dk/2012-02-20-silkeborg-tester-sebastian-sv%C3%A4rd
111,https://nyheder.tv2.dk/krimi/2012-02-15-hashgade-sender-ung-mand-i-faengsel
112,https://sport.tv2.dk/2012-02-29-s%C3%A5dan-gik-det-em-holdenes-tests
113,https://sport.tv2.dk/2012-02-22-bayern-keeper-det-er-bittert
114,https://sport.tv2.dk/2012-02-15-ober-vil-have-familien-til-danmark
115,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=4
116,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=6
117,https://sport.tv2.dk/2012-02-26-sur-s%C3%B8d-fornemmelse-hos-kasper-hvidt
118,https://sport.tv2.dk/2012-02-08-ex-stjerne-for%C3%A6ldre-stjal-fra-mig
119,https://sport.tv2.dk/2012-02-01-europamester-tvivler-p%C3%A5-ol-plads
120,https://sport.tv2.dk/2012-02-06-drop-sender-ghana-i-semifinalen
121,https://sport.tv2.dk/2012-02-20-cska-h%C3%A5ber-p%C3%A5-kuldehj%C3%A6lp-mod-real
122,https://sport.tv2.dk/2012-02-17-agger-tr%C3%A6t-af-evra-suarez-sagen
123,https://search.tv2.dk?query=sygeplejerske 2012-02&sort=relevance&page=5
124,https://nyheder.tv2.dk/2012-03-30-fagbevaegelse-kraever-jobgaranti
125,https://nyheder.tv2.dk/krimi/2012-03-17-sigtes-for-tredobbelt-drabsforsoeg
126,https://nyheder.tv2.dk/udland/2012-12-13-radiostation-under-lup-efter-telefonfisskandale
127,https://nyheder.tv2.dk/2012-03-09-sygeplejersker-maa-passe-telefonen
128,https://nyheder.tv2.dk/2012-03-26-sygeplejersker-jagter-hivsmittede
129,https://nyheder.tv2.dk/2012-03-21-patienter-faar-en-fjerdedel-af-laegers-tid
130,https://nyheder.tv2.dk/krimi/2012-03-17-havde-stor-sten-og-staalwire
131,https://nyheder.tv2.dk/2012-08-18-el-kraever-klageinstans-for-udlaendinge
132,https://nyheder.tv2.dk/udland/2012-01-27-200000-i-protest-mod-spanske-nedskaeringer
133,https://nyheder.tv2.dk/udland/2012-04-05-skoleleder-jeg-var-maal-for-massemorder
134,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=2
135,https://nyheder.tv2.dk/udland/2012-04-05-skoleleder-jeg-var-maal-for-massemorder
136,https://nyheder.tv2.dk/2012-03-26-kraeftpatienter-opereres-for-sent
137,https://nyheder.tv2.dk/2012-01-17-styrtdyk-i-offentlige-arbejdspladser
138,https://nyheder.tv2.dk/2012-03-16-knivmand-paa-ouh-er-anholdt
139,https://nyheder.tv2.dk/krimi/2012-03-16-tre-knivofre-fra-ouh-er-opereret
140,https://nyheder.tv2.dk/business/2012-03-06-koebenhavn-og-aarhus-kun-for-de-rige
141,https://nyheder.tv2.dk/krimi/2012-03-16-knivmand-ville-ikke-have-medicin
142,https://nyheder.tv2.dk/2012-09-03-forskel-paa-laege-og-sosuassisent-16-mio
143,https://nyheder.tv2.dk/2012-03-16-skadestue-gaa-lige-udenfor-og-ring-til-os-foerst
144,https://nyheder.tv2.dk/2012-02-07-ny-fond-skal-stoette-sociale-virksomheder
145,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=1
146,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=3
147,https://nyheder.tv2.dk/2012-03-06-lavtloennede-faar-raad-til-huskoeb-flere-steder
148,https://nyheder.tv2.dk/2012-10-08-metrobyggeri-naboerne-lider-i-larmen
149,https://nyheder.tv2.dk/2012-01-13-eftersyn-af-nordsoeaftale-faar-haard-medfart
150,https://nyheder.tv2.dk/udland/2012-03-11-israelske-missiler-draeber-16-i-gaza
151,https://nyheder.tv2.dk/krimi/2012-03-16-fyns-politi-vi-har-god-tid
152,https://nyheder.tv2.dk/krimi/2012-03-17-ofre-for-knivmand-stadig-indlagt
153,https://nyheder.tv2.dk/2012-12-26-tidslinje-mor-med-brystkraeft-kaempede-mod-myndighederne
154,https://nyheder.tv2.dk/2012-03-06-storbyen-er-kun-for-de-rige
155,https://nyheder.tv2.dk/2012-07-11-syge-udlaendinge-kan-faa-dansk-pas
156,https://nyheder.tv2.dk/krimi/2012-03-16-laege-i-livsfare-efter-knivoverfald
157,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=2
158,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=4
159,https://nyheder.tv2.dk/2012-03-20-risikerer-politisag-efter-knivstik
160,https://nyheder.tv2.dk/krimi/2012-03-17-ouhknivstikker-faengslet-i-4-uger
161,https://nyheder.tv2.dk/2012-03-26-advarsel-tusind-noedkald-svigter
162,https://nyheder.tv2.dk/krimi/2012-03-30-laege-udskrives-efter-knivstik
163,https://nyheder.tv2.dk/krimi/2012-03-22-psykisk-syg-havde-selv-kniv-med
164,https://nyheder.tv2.dk/krimi/2012-03-16-sygehuset-hvor-kom-kniven-fra
165,https://nyheder.tv2.dk/krimi/2012-03-16-sygeplejeraad-nej-til-oeget-sikkerhed
166,https://nyheder.tv2.dk/udland/2012-03-13-graekernes-kreditkarakter-faar-et-noek-op
167,https://nyheder.tv2.dk/2012-03-19-psykiatrisk-afsnit-fortsat-lukket
168,https://nyheder.tv2.dk/krimi/2012-03-08-42aarig-cyklist-overlever-paakoersel
169,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=3
170,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=5
171,https://nyheder.tv2.dk/2012-03-14-liste-saadan-faldt-aarets-danske-michelinstjerner
172,https://nyheder.tv2.dk/krimi/2012-03-17-sigtet-jeg-havde-kniven-med-hjemmefra
173,https://nyheder.tv2.dk/krimi/2012-03-20-folketinget-vedtager-ny-knivlov
174,https://nyheder.tv2.dk/business/2012-03-06-her-har-laererparret-nu-raad-til-hus
175,https://nyheder.tv2.dk/2012-03-22-vil-kropsvisitere-patienter
176,https://nyheder.tv2.dk/article.php/id-50806766:skrappere-adgangskrav-til-l%C3%A6rerstudiet.html
177,https://nyheder.tv2.dk/2012-03-26-danske-patienter-kan-sendes-til-sverige
178,https://nyheder.tv2.dk/article.php/id-51946457%3Akinesiske
179,https://nyheder.tv2.dk/krimi/2012-03-17-knivofres-tilstand-er-nu-stabil
180,https://nyheder.tv2.dk/krimi/2012-03-17-knivstikker-havde-sten-og-wire
181,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=4
182,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=6
183,https://nyheder.tv2.dk/2012-03-30-fik-ildebefindende-og-bragede-ind-i-fem-biler
184,https://nyheder.tv2.dk/krimi/2012-03-18-ofre-for-knivdrama-er-i-bedring
185,https://nyheder.tv2.dk/udland/2012-03-30-labour-taber-valg-til-oproereren-galloway
186,https://livsstil.tv2.dk/2012-03-08-hvem-laver-mest-i-de-danske-hjem
187,https://nyheder.tv2.dk/2012-03-17-flertal-af-biskopper-er-imod-homovielser
188,https://livsstil.tv2.dk/2012-03-21-george-michael-klar-til-at-genoptage-europaturne
189,https://sport.tv2.dk/fodbold/2012-03-25-horsensstopper-fcn-kan-vinde-dm
190,https://nyheder.tv2.dk/krimi/2012-03-29-frivillig-sex-skader-som-voldtaegt
191,https://nyheder.tv2.dk/udland/2012-03-06-breivik-faar-tiltale-laest-op-onsdag
192,https://nyheder.tv2.dk/2012-03-10-lediges-nye-vaaben-soeger-job-med-video
193,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=5
194,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=7
195,https://nyheder.tv2.dk/business/2012-03-07-liste-saa-meget-tjener-danske-topchefer
196,https://nyheder.tv2.dk/sundhed/2012-03-26-alarmen-svigtede-da-alice-fik-en-blodprop
197,https://sport.tv2.dk/fodbold/2012-03-25-klub-100-ronaldo-ikke-den-foerste
198,https://nyheder.tv2.dk/udland/2012-03-24-reel-risiko-for-atomterrorisme
199,https://nyheder.tv2.dk/2012-03-02-bagmandspoliti-tiltaler-exdirektoer-i-tivoli
200,https://nyheder.tv2.dk/krimi/2012-03-31-kriminelle-undgaar-videoovervaagning
201,https://nyheder.tv2.dk/external/7d63ad0c5637bce9b678353b3551247ea83e615f/noredirect
202,https://sport.tv2.dk/2012-03-23-br%C3%B8ndby-boss-om-minus-rette-spor
203,https://sport.tv2.dk/fodbold/2012-03-29-rio-svarer-igen-paa-vieras-kritik
204,https://sport.tv2.dk/boksning/2012-03-13-ekstraener-drop-letsvaervaegt-kessler
205,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=6
206,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=8
207,https://nyheder.tv2.dk/2012-03-06-flere-danskere-rammes-af-tvangsauktion
208,https://nyheder.tv2.dk/udland/2012-03-28-pilot-vi-styrter-alle-ned
209,https://nyheder.tv2.dk/udland/2012-03-07-anklager-til-tv-2-600-breivikofre-droppet
210,https://sport.tv2.dk/2012-03-26-poul-hansen-intet-trylleslag
211,https://nyheder.tv2.dk/2012-03-15-her-er-nogle-af-foraarsbebuderne
212,https://nyheder.tv2.dk/2012-03-25-kraeftpatienter-opereres-for-sent
213,https://nyheder.tv2.dk/krimi/2012-03-19-forsvarer-han-draebte-i-noedvaerge
214,https://sport.tv2.dk/2012-03-18-lars-j-er-mr-perfect-fra-pletten
215,https://sport.tv2.dk/2012-03-17-lemvig-holder-liv-i-spinkelt-h%C3%A5b
216,https://sport.tv2.dk/2012-03-07-ferguson-lindegaard-l%C3%B8ber-igen
217,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=7
218,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=9
219,https://sport.tv2.dk/2012-03-27-bsv-s%C3%A5-sort-i-slutspilspremiere
220,https://sport.tv2.dk/2012-03-11-tv-balotelli-film-eller-straffespark
221,https://sport.tv2.dk/2012-03-12-messi-pep-er-vigtigere-end-mig
222,https://nyheder.tv2.dk/krimi/2012-03-29-advokat-ikke-tilfreds-med-erstatning
223,https://search.tv2.dk?query=sygeplejerske 2012-03&sort=relevance&page=8
224,https://nyheder.tv2.dk/udland/2012-04-03-her-er-de-seneste-aars-skoleskyderier
225,https://nyheder.tv2.dk/2012-02-13-studerende-koeber-ekstra-undervisningstimer
226,https://nyheder.tv2.dk/2012-04-12-ofre-for-knivstik-paa-ouh-udskrevet
227,https://nyheder.tv2.dk/2012-11-05-hospital-laver-sangkor-for-rygerlunger
228,https://nyheder.tv2.dk/2012-09-20-rektorer-raser-over-ulige-uddannelsestilskud
229,https://nyheder.tv2.dk/udland/2012-04-17-breivik-mine-forslag-i-frp-blev-slagtet
230,https://nyheder.tv2.dk/2012-04-04-klage-vores-mor-doede-af-sult-og-toerst
231,https://vejr.tv2.dk/2012-04-12-tordenbyger-gav-store-maengder-hagl
232,https://nyheder.tv2.dk/2012-06-22-de-svageste-rammes-dobbelt-af-krisen
233,https://nyheder.tv2.dk/2012-03-10-lediges-nye-vaaben-soeger-job-med-video
234,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=2
235,https://nyheder.tv2.dk/2012-03-10-lediges-nye-vaaben-soeger-job-med-video
236,https://nyheder.tv2.dk/udland/2012-04-02-syv-draebt-i-skoleskyderi-i-usa
237,https://nyheder.tv2.dk/go/articlefornoejelse/id-52482563%3Avi-frygter-at-arbejdet-kn%C3%A6kker-os.html
238,https://nyheder.tv2.dk/2012-10-25-eksperter-arbejdsloese-unge-taber-paa-akutjob
239,https://nyheder.tv2.dk/2012-04-10-afdoed-mors-ring-forsvandt-paa-hospitalet
240,https://nyheder.tv2.dk/krimi/2012-04-02-fem-ville-stjaele-fra-indlagte-boern
241,https://nyheder.tv2.dk/2012-04-24-hospital-erstatter-forsvunden-ring
242,https://nyheder.tv2.dk/2012-04-19-breivik-ville-halshugge-brundtland
243,https://nyheder.tv2.dk/udland/2012-04-02-syv-er-draebt-i-amerikansk-skoleskyderi
244,https://sport.tv2.dk/fodbold/2012-04-05-cassano-var-bange-for-at-doe
245,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=1
246,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=3
247,https://nyheder.tv2.dk/udland/2012-04-23-usa-seksaarig-pige-forsvundet-fra-sin-seng
248,https://nyheder.tv2.dk/udland/2012-04-19-mor-skudt-og-tre-dage-gammel-soen-kidnappet
249,https://nyheder.tv2.dk/2012-04-30-statens-underskud-skrumpet-26-mia
250,https://nyheder.tv2.dk/udland/2012-04-22-sudan-haevder-at-have-draebt-over-400
251,https://nyheder.tv2.dk/udland/2012-04-05-skoleleder-jeg-var-maal-for-massemorder
252,https://nyheder.tv2.dk/udland/2012-04-03-skoleskyder-mistede-mor-og-bror
253,https://nyheder.tv2.dk/udland/2012-04-02-vidne-skoleskyder-virkede-skoer
254,https://nyheder.tv2.dk/business/2012-04-17-65-procent-risiko-for-saskrak
255,https://nyheder.tv2.dk/udland/2012-04-20-bahrain-kaemper-for-at-holde-alkhawaja-i-live
256,https://nyheder.tv2.dk/business/2012-04-04-forsker-advarer-mod-seniorbombe
257,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=2
258,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=4
259,https://nyheder.tv2.dk/2012-04-12-man-kan-godt-vaere-minister-og-et-godt-menneske
260,https://nyheder.tv2.dk/2012-04-26-ledigheden-faldt-med-600-i-marts
261,https://livsstil.tv2.dk/sundhed/2012-04-19-om-fem-aar-er-flere-syge-af-stress
262,https://nyheder.tv2.dk/external/33da00e1e21f5b9cea6cb4e7aacf03bafeaa72f7/noredirect
263,https://nyheder.tv2.dk/udland/2012-04-03-stil-jer-i-koe-og-saa-vil-jeg-draebe-jer
264,https://nyheder.tv2.dk/2012-04-26-nu-faar-narkomanerne-deres-fixerum
265,https://nyheder.tv2.dk/udland/2012-04-01-generalens-datter-goer-comeback-i-myanmar
266,https://nyheder.tv2.dk/2012-04-10-jeg-har-sendt-et-brev-til-kongen
267,https://nyheder.tv2.dk/krimi/2012-04-17-taske-med-farlig-medicin-stjaalet
268,https://nyheder.tv2.dk/business/2012-04-02-maersk-faar-fingre-i-algeriske-milliarder
269,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=3
270,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=5
271,https://nyheder.tv2.dk/2012-04-11-disse-brancher-mangler-arbejdskraft
272,https://nyheder.tv2.dk/udland/2012-04-17-doedelig-fodboldvold-for-retten-i-egypten
273,https://vejr.tv2.dk/2012-04-07-ny-iskold-nat-i-vente
274,https://nyheder.tv2.dk/2012-04-19-sloth-politik-var-sekundaer-i-armadillosag
275,https://sport.tv2.dk/tennis/2012-04-13-wozniackitraener-naesten-fejlfri
276,https://nyheder.tv2.dk/udland/2012-04-23-begravelse-udloeser-uro-i-bahrain
277,https://nyheder.tv2.dk/2012-04-03-laeger-vil-tage-knoglemarv-fra-donorbarn
278,http://nyheder.tv2.dk/external/66fcc208c54ca0bf6be9b5232f19973b8f2a5ae2/noredirect
279,https://nyheder.tv2.dk/krimi/2012-04-04-oliver-og-far-faar-fred-i-paasken
280,https://nyheder.tv2.dk/business/2012-04-13-torm-udbetaler-omstridt-direktoerbonus-paa-60-mio
281,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=4
282,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=6
283,https://nyheder.tv2.dk/udland/2012-04-12-syriens-opposition-opfordrer-til-protest
284,https://nyheder.tv2.dk/udland/2012-04-17-breiviks-forsvarstale-vaekker-vrede-i-norge
285,https://nyheder.tv2.dk/udland/2012-04-17-breivik-jeg-ville-goere-det-igen
286,https://nyheder.tv2.dk/udland/2012-04-23-breivik-jeg-regnede-med-at-doe-i-oslo
287,https://sport.tv2.dk/2012-04-21-herning-fuldendte-guld-comeback
288,https://nyheder.tv2.dk/krimi/2012-04-17-optrin-foran-retten-i-terrorsag
289,https://sport.tv2.dk/2012-04-10-morten-duncan-dr%C3%B8mmer-sig-v%C3%A6k
290,https://sport.tv2.dk/2012-04-10-agger-bag-tiltr%C3%A6ngt-lfc-sejr
291,https://sport.tv2.dk/2012-04-24-sportsdirekt%C3%B8r-skrider-efter-en-m%C3%A5ned
292,https://sport.tv2.dk/2012-04-22-tv-se-welbecks-forg%C3%A6ves-kattepote
293,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=5
294,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=7
295,https://sport.tv2.dk/2012-04-21-ronaldos-chip-tippede-titelkamp
296,https://sport.tv2.dk/2012-04-14-giver-riis-ret-jeg-er-st%C3%A6rk
297,https://sport.tv2.dk/2012-04-05-lars-c-spiller-ikke-b-hold
298,https://sport.tv2.dk/2012-04-27-pr%C3%A6sident-tak-din-k%C3%A6rlighed
299,https://sport.tv2.dk/2012-04-19-andy-st%C3%B8tter-riis-forkert-regel
300,https://omtv2.tv2.dk/nyheder/2012/04/rita-nomineret-ved-tv-festivalen-i-monte-carlo/
301,https://nyheder.tv2.dk/krimi/2012-04-29-esbjergs-boernesager-skal-under-lup
302,https://search.tv2.dk?query=sygeplejerske 2012-04&sort=relevance&page=6
303,https://nyheder.tv2.dk/2012-01-27-paa-jagt-efter-danske-sygeplejersker
304,https://nyheder.tv2.dk/2012-05-09-sygeplejersker-stoetter-dagpengejob
305,https://nyheder.tv2.dk/2012-10-19-fyresedlen-rammer-trygge-erhverv
306,https://nyheder.tv2.dk/udland/2012-11-15-mystiske-mr-xi-saetter-sig-paa-magten
307,https://nyheder.tv2.dk/udland/2012-11-21-nul-laaneaftale-forgaeldede-graekere-maa-vente
308,https://nyheder.tv2.dk/2012-08-26-taet-kontakt-med-selvmordstruede-dumper
